name,size,percent_used,index_scans,seq_scans,unused
public.idx_job_collect_payment_flows_pending,16 kB,100%,1913,0,f
public.estimates_pkey,16 kB,100%,2,0,f
public.idx_report_template_fields_template,16 kB,100%,56,0,f
public.bid_working_board_columns_pkey,16 kB,100%,9,0,f
public.idx_bids_gc_builder_id,16 kB,0%,0,0,t
public.jobs_ledger_payments_pkey,16 kB,100%,3,0,f
public.estimate_customer_events_pkey,16 kB,0%,0,0,t
public.takeoff_book_entries_pkey,16 kB,0%,0,0,t
public.idx_prospect_callbacks_user_id,16 kB,100%,18,0,f
public.idx_bids_takeoff_rough_part_lines_count_row_id,16 kB,100%,50,0,f
public.idx_jobs_ledger_invoices_status,16 kB,100%,5077,0,f
public.team_feedback_settings_pkey,16 kB,100%,3633,0,f
public.idx_person_contract_documents_person_lineage,16 kB,0%,0,0,t
public.checklist_tech_tree_group_tasks_pkey,16 kB,100%,4,0,f
public.idx_customers_master_user_id,16 kB,0%,0,0,t
public.people_teams_pkey,16 kB,100%,9,0,f
public.people_cost_matrix_tags_person_id_uniq,16 kB,0%,0,0,t
public.idx_workflow_step_line_items_step_id,16 kB,0%,0,0,t
public.idx_purchase_orders_supply_house_id,16 kB,0%,0,0,t
public.idx_pay_stub_additional_lines_pay_stub_id,16 kB,0%,0,0,t
public.idx_project_workflow_steps_workflow_id,16 kB,0%,0,0,t
public.labor_book_versions_pkey,16 kB,0%,0,0,t
public.user_prospect_quick_notes_pkey,16 kB,0%,0,0,t
public.mercury_transaction_ar_returned_pkey,16 kB,100%,93583,0,f
public.material_template_items_unique_part_per_template,16 kB,0%,0,0,t
public.people_team_members_pkey,16 kB,100%,3,0,f
public.idx_material_template_items_nested_template_id,16 kB,0%,0,0,t
public.idx_project_workflows_project_id,16 kB,100%,6,0,f
public.person_licenses_pkey,16 kB,0%,0,0,t
public.idx_material_template_items_template_id,16 kB,100%,12,0,f
public.step_subscriptions_pkey,16 kB,0%,0,0,t
public.people_cost_matrix_tags_pkey,16 kB,100%,1,0,f
public.idx_material_templates_assembly_type_id,16 kB,0%,0,0,t
public.prospect_email_sent_pkey,16 kB,100%,12,0,f
public.bids_takeoff_template_mappings_pkey,16 kB,0%,0,0,t
public.idx_person_contract_documents_person,16 kB,0%,0,0,t
public.idx_material_template_items_sequence_order,16 kB,100%,9,0,f
public.idx_reports_bid_id,16 kB,100%,15,0,f
public.idx_purchase_orders_name,16 kB,0%,0,0,t
public.idx_project_superintendents_project_id,16 kB,100%,857,0,f
public.vehicle_replacement_value_entries_vehicle_id_read_date_key,16 kB,0%,0,0,t
public.idx_customer_contacts_customer_id,16 kB,100%,8451,0,f
public.report_reads_pkey,16 kB,0%,0,0,t
public.idx_price_book_versions_service_type_id,16 kB,0%,0,0,t
public.mercury_transaction_org_notes_updated_at_idx,16 kB,0%,0,0,t
public.jobs_ledger_invoice_stripe_email_sends_pkey,16 kB,0%,0,0,t
public.idx_pay_stub_payments_pay_stub_id,16 kB,0%,0,0,t
public.idx_cost_estimates_bid_id,16 kB,100%,1747,0,f
public.workflow_template_steps_pkey,16 kB,0%,0,0,t
public.idx_team_feedback_submissions_created,16 kB,100%,16,0,f
public.idx_people_hours_person_id,16 kB,100%,3,0,f
public.estimates_job_ledger_id_unique,16 kB,100%,1148,0,f
public.idx_estimator_request_notes_request_created,16 kB,100%,61,0,f
public.idx_labor_book_entries_fixture_type_id,16 kB,0%,0,0,t
public.dispatch_request_notes_pkey,16 kB,0%,0,0,t
public.hours_days_correct_pkey,16 kB,0%,0,0,t
public.idx_prospects_master_user_id,16 kB,0%,0,0,t
public.idx_fixture_types_sequence_order,16 kB,100%,22,0,f
public.estimate_catalog_item_events_pkey,16 kB,0%,0,0,t
public.idx_jobs_ledger_project_id,16 kB,100%,5,0,f
public.people_account_user_id_uniq,16 kB,100%,310,0,f
public.pay_stub_additional_lines_pkey,16 kB,0%,0,0,t
public.idx_prospect_timer_events_created_at,16 kB,100%,420,0,f
public.idx_jobs_tally_parts_part_id,16 kB,0%,0,0,t
public.idx_team_feedback_peer_ratings_peer_user,16 kB,0%,0,0,t
public.report_template_fields_pkey,16 kB,0%,0,0,t
public.team_feedback_peer_ratings_pkey,16 kB,0%,0,0,t
public.external_team_job_payments_pkey,16 kB,0%,0,0,t
public.idx_reports_job_ledger,16 kB,100%,144154,0,f
public.user_dashboard_preferences_pkey,16 kB,100%,1916,0,f
public.mercury_transaction_org_notes_pkey,16 kB,100%,2764,0,f
public.bid_working_board_placements_pkey,16 kB,100%,3,0,f
public.people_labor_job_payments_pkey,16 kB,0%,0,0,t
public.jobs_receivables_pkey,16 kB,0%,0,0,t
public.idx_customer_contacts_contact_date,16 kB,100%,1311,0,f
public.idx_notification_templates_type,16 kB,100%,150,0,f
public.people_hours_display_order_pkey,16 kB,0%,0,0,t
public.idx_people_labor_job_payments_job_id,16 kB,100%,1195,0,f
public.jobs_ledger_invoices_stripe_invoice_id_key,16 kB,100%,40,0,f
public.idx_jobs_ledger_payments_job_id,16 kB,100%,101302,0,f
public.project_superintendents_pkey,16 kB,0%,0,0,t
public.idx_inspections_created_by,16 kB,0%,0,0,t
public.idx_pay_stubs_created_at,16 kB,0%,0,0,t
public.recurring_job_report_schedule_recipients_pkey,16 kB,0%,0,0,t
public.cost_estimates_bid_id_key,16 kB,0%,0,0,t
public.mercury_drag_sort_labels_default_key_uidx,16 kB,100%,27118,0,f
public.idx_jobs_ledger_master_user_id,16 kB,100%,141,0,f
public.workflow_templates_pkey,16 kB,100%,13,0,f
public.checklist_tech_tree_roadmaps_pkey,16 kB,0%,0,0,t
public.idx_estimate_catalog_events_edited,16 kB,0%,0,0,t
public.idx_user_labels_label_id,16 kB,0%,0,0,t
public.idx_purchase_orders_service_type_id,16 kB,0%,0,0,t
public.estimates_public_token_hash_unique,16 kB,0%,0,0,t
public.user_tag_org_pkey,16 kB,0%,0,0,t
public.idx_vehicle_replacement_value_entries_read_date,16 kB,0%,0,0,t
public.idx_people_cost_matrix_tags_person_id,16 kB,0%,0,0,t
public.recurring_job_report_schedule_schedule_id_recipient_user_id_key,16 kB,0%,0,0,t
public.cost_matrix_teams_shares_pkey,16 kB,100%,228071,0,f
public.idx_people_labor_job_items_job_id,16 kB,100%,3413,0,f
public.idx_inspection_quick_links_sequence,16 kB,0%,0,0,t
public.team_feedback_user_state_pkey,16 kB,100%,112,0,f
public.idx_master_primaries_primary_id,16 kB,0%,0,0,t
public.purchase_order_items_pkey,16 kB,0%,0,0,t
public.idx_people_crew_bids_work_date,16 kB,100%,550,0,f
public.workflow_step_line_items_pkey,16 kB,0%,0,0,t
public.idx_user_bid_notes_read_state_bid_id,16 kB,100%,180,0,f
public.idx_supply_house_invoices_supply_house_id,16 kB,100%,25,0,f
public.idx_customer_contact_persons_customer_id,16 kB,0%,0,0,t
public.idx_vehicle_replacement_value_entries_vehicle_id,16 kB,0%,0,0,t
public.checklist_item_assignees_pkey,16 kB,100%,3141,0,f
public.idx_attendance_incidents_subject_work_date,16 kB,100%,15,0,f
public.idx_fixture_types_service_type_id,16 kB,100%,109,0,f
public.fixture_types_pkey,16 kB,100%,19741,0,f
public.idx_writeup_templates_active,8192 bytes,0%,0,0,t
public.team_feedback_peer_ratings_submission_person_unique,8192 bytes,0%,0,0,t
public.people_labels_pkey,8192 bytes,0%,0,0,t
public.idx_writeups_template_created,8192 bytes,0%,0,0,t
public.people_team_members_team_person_id_uniq,8192 bytes,0%,0,0,t
public.idx_user_report_notification_preferences_user,8192 bytes,100%,153,0,f
public.user_checklist_item_mute_preferences_pkey,8192 bytes,100%,1,0,f
public.writeups_pkey,8192 bytes,0%,0,0,t
public.idx_pay_stub_deductions_person_offset_id_unique,8192 bytes,0%,0,0,t
public.salary_work_schedule_day_overrides_pkey,8192 bytes,0%,0,0,t
public.hours_reviewed_person_id_start_uniq,8192 bytes,0%,0,0,t
public.idx_schedule_day_email_requests_one_pending_per_day,8192 bytes,0%,0,0,t
public.bid_estimators_extra_users_pkey,8192 bytes,0%,0,0,t
public.idx_writeups_author_created,8192 bytes,0%,0,0,t
public.cost_matrix_tag_colors_pkey,8192 bytes,0%,0,0,t
public.idx_prospect_calling_locks_user_id,8192 bytes,0%,0,0,t
public.idx_people_team_members_person_id,8192 bytes,100%,1,0,f
public.idx_people_labels_person_id,8192 bytes,0%,0,0,t
public.writeup_templates_pkey,8192 bytes,0%,0,0,t
public.salary_work_schedule_day_overrides_user_id_work_date_key,8192 bytes,100%,40952,0,f
public.idx_estimates_thread_notes_estimate_created,8192 bytes,100%,10,0,f
public.user_report_notification_preferences_pkey,8192 bytes,0%,0,0,t
public.vehicle_odometer_entries_pkey,8192 bytes,0%,0,0,t
public.estimates_thread_notes_pkey,8192 bytes,0%,0,0,t
public.idx_vehicle_odometer_entries_read_date,8192 bytes,0%,0,0,t
public.idx_writeups_subject_submitted,8192 bytes,0%,0,0,t
public.idx_jobs_ledger_bid_id,8192 bytes,100%,15,0,f
public.idx_user_report_notification_preferences_template,8192 bytes,100%,36,0,f
public.vehicle_odometer_entries_vehicle_id_read_date_key,8192 bytes,0%,0,0,t
public.external_team_sub_managers_pkey,8192 bytes,0%,0,0,t
public.people_hours_display_order_person_id_uniq,8192 bytes,0%,0,0,t
public.workflow_step_dependencies_pkey,8192 bytes,0%,0,0,t
public.schedule_day_email_requests_pkey,8192 bytes,0%,0,0,t
public.idx_schedule_day_email_requests_pending_send,8192 bytes,100%,533,0,f
public.prospect_calling_locks_pkey,8192 bytes,0%,0,0,t
public.idx_people_labels_label_id,8192 bytes,0%,0,0,t
public.idx_vehicle_odometer_entries_vehicle_id,8192 bytes,0%,0,0,t
